FROM,TO,Trips
SandySprings,NWDeKalb,2
SandySprings,Roswell,9
SandySprings,SDeKalb,0
SandySprings,SEAtlanta,3
SandySprings,SEDeKalb,0
SandySprings,SFulton,0
SandySprings,SWAtlanta,4
SandySprings,SWDeKalb,0
SandySprings,SandySprings,37
SandySprings,Shannon,0
SandySprings,Tri-Cities,1
Shannon,Atlanta-DeKalb,0
Shannon,Buckhead,2
Shannon,CBDAtlanta,2
Shannon,Chamblee,0
Shannon,Decatur,0
Shannon,NEAtlanta,0
Shannon,NEDeKalb,1
Shannon,NFulton,0
Shannon,NWAtlanta,1
Shannon,NWDeKalb,0
Shannon,Roswell,0
Shannon,SDeKalb,1
Shannon,SEAtlanta,0
Shannon,SEDeKalb,0
Shannon,SFulton,3
Shannon,SWAtlanta,5
Shannon,SWDeKalb,0
Shannon,SandySprings,0
Shannon,Shannon,10
Shannon,Tri-Cities,4
Tri-Cities,Atlanta-DeKalb,0
Tri-Cities,Buckhead,4
Tri-Cities,CBDAtlanta,8
Tri-Cities,Chamblee,1
Tri-Cities,Decatur,1
Tri-Cities,NEAtlanta,10
Tri-Cities,NEDeKalb,1
Tri-Cities,NFulton,0
Tri-Cities,NWAtlanta,2
Tri-Cities,NWDeKalb,0
Tri-Cities,Roswell,0
Tri-Cities,SDeKalb,0
Tri-Cities,SEAtlanta,7
Tri-Cities,SEDeKalb,0
Tri-Cities,SFulton,3
Tri-Cities,SWAtlanta,12
Tri-Cities,SWDeKalb,1
Tri-Cities,SandySprings,2
Tri-Cities,Shannon,6
Tri-Cities,Tri-Cities,54
