ROUTE_SURVEYED,TIME_ON,COUNT,CHART_TYPE
MARTA 185,PM4 6:00 pm - 7:00 pm,38.92,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,AM3 6:00 am - 7:00 am,38.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,PM5 7:00 pm - 8:00 pm,38.88,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,PM6 8:00 pm - 9:00 pm,38.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,MID4 12:00 noon - 1:00 pm,38.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,MID3 11:00 am - 12:00 noon,38.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,MID4 12:00 noon - 1:00 pm,38.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,PM5 7:00 pm - 8:00 pm,38.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,MID1 9:00 am - 10:00 am,38.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 186,PM7 9:00 pm - 10:00 pm,38.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,MID6 2:00 pm - 3:00 pm,38.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 75,AM4 7:00 am - 8:00 am,38.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,PM5 7:00 pm - 8:00 pm,38.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,PM4 6:00 pm - 7:00 pm,38.54,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,MID6 2:00 pm - 3:00 pm,38.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,MID3 11:00 am - 12:00 noon,38.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,PM2 4:00 pm - 5:00 pm,38.4,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,PM1 3:00 pm - 4:00 pm,38.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,MID1 9:00 am - 10:00 am,38.25,ROUTE SURVEYED BY TIME PERIOD
MARTA 121,MID5 1:00 pm - 2:00 pm,38.23,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,PM3 5:00 pm - 6:00 pm,38.19,ROUTE SURVEYED BY TIME PERIOD
MARTA 49,MID3 11:00 am - 12:00 noon,38.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,MID2 10:00 am - 11:00 am,38.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 86,MID4 12:00 noon - 1:00 pm,38.06,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,PM4 6:00 pm - 7:00 pm,38,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,MID1 9:00 am - 10:00 am,37.93,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,PM3 5:00 pm - 6:00 pm,37.9,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,MID1 9:00 am - 10:00 am,37.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,PM7 9:00 pm - 10:00 pm,37.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,AM4 7:00 am - 8:00 am,37.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,PM7 9:00 pm - 10:00 pm,37.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,MID3 11:00 am - 12:00 noon,37.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,MID3 11:00 am - 12:00 noon,37.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,PM4 6:00 pm - 7:00 pm,37.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,MID3 11:00 am - 12:00 noon,37.67,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,PM4 6:00 pm - 7:00 pm,37.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,MID6 2:00 pm - 3:00 pm,37.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 143,MID1 9:00 am - 10:00 am,37.63,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,MID3 11:00 am - 12:00 noon,37.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,PM2 4:00 pm - 5:00 pm,37.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 195,MID2 10:00 am - 11:00 am,37.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,PM5 7:00 pm - 8:00 pm,37.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 185,AM3 6:00 am - 7:00 am,37.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,AM5 8:00 am - 9:00 am,37.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,PM1 3:00 pm - 4:00 pm,37.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,MID2 10:00 am - 11:00 am,37.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,AM3 6:00 am - 7:00 am,37.28,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,MID6 2:00 pm - 3:00 pm,37.27,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,MID4 12:00 noon - 1:00 pm,37.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,AM5 8:00 am - 9:00 am,37.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,AM3 6:00 am - 7:00 am,37.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 82,AM5 8:00 am - 9:00 am,37.1,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,MID4 12:00 noon - 1:00 pm,37.06,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,AM3 6:00 am - 7:00 am,37.05,ROUTE SURVEYED BY TIME PERIOD
SRTA 430,PM3 5:00 pm - 6:00 pm,36.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,PM5 7:00 pm - 8:00 pm,36.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,AM2 5:00 am - 6:00 am,36.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 24,AM4 7:00 am - 8:00 am,36.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 50,PM6 8:00 pm - 9:00 pm,36.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 813,AM2 5:00 am - 6:00 am,36.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 93,PM6 8:00 pm - 9:00 pm,36.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,PM4 6:00 pm - 7:00 pm,36.71,ROUTE SURVEYED BY TIME PERIOD
SRTA 411,PM2 4:00 pm - 5:00 pm,36.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 172,PM1 3:00 pm - 4:00 pm,36.68,ROUTE SURVEYED BY TIME PERIOD
MARTA 95,PM7 9:00 pm - 10:00 pm,36.67,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,PM1 3:00 pm - 4:00 pm,36.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,PM2 4:00 pm - 5:00 pm,36.5,ROUTE SURVEYED BY TIME PERIOD
MARTA 191,MID4 12:00 noon - 1:00 pm,36.5,ROUTE SURVEYED BY TIME PERIOD
MARTA 119,AM3 6:00 am - 7:00 am,36.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,MID6 2:00 pm - 3:00 pm,36.47,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,AM4 7:00 am - 8:00 am,36.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 132,AM5 8:00 am - 9:00 am,36.27,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,MID6 2:00 pm - 3:00 pm,36.22,ROUTE SURVEYED BY TIME PERIOD
MARTA 221,PM3 5:00 pm - 6:00 pm,36.18,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 102,PM2 4:00 pm - 5:00 pm,36.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 73,AM1 Before 5:00 am,36.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,MID1 9:00 am - 10:00 am,36.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,AM2 5:00 am - 6:00 am,35.95,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,MID6 2:00 pm - 3:00 pm,35.95,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,MID4 12:00 noon - 1:00 pm,35.91,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,AM5 8:00 am - 9:00 am,35.87,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,MID1 9:00 am - 10:00 am,35.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,MID6 2:00 pm - 3:00 pm,35.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,PM4 6:00 pm - 7:00 pm,35.82,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,MID4 12:00 noon - 1:00 pm,35.81,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,MID3 11:00 am - 12:00 noon,35.75,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,MID6 2:00 pm - 3:00 pm,35.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,PM3 5:00 pm - 6:00 pm,35.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,MID2 10:00 am - 11:00 am,35.57,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,MID5 1:00 pm - 2:00 pm,35.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,MID3 11:00 am - 12:00 noon,35.54,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 110,PM1 3:00 pm - 4:00 pm,35.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,AM4 7:00 am - 8:00 am,35.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,PM2 4:00 pm - 5:00 pm,35.48,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,PM4 6:00 pm - 7:00 pm,35.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,PM2 4:00 pm - 5:00 pm,35.35,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,AM5 8:00 am - 9:00 am,35.22,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 102,PM3 5:00 pm - 6:00 pm,35.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,AM3 6:00 am - 7:00 am,35.02,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 30,MID5 1:00 pm - 2:00 pm,35.01,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,AM3 6:00 am - 7:00 am,34.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,PM2 4:00 pm - 5:00 pm,34.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,PM3 5:00 pm - 6:00 pm,34.92,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,PM7 9:00 pm - 10:00 pm,34.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,PM5 7:00 pm - 8:00 pm,34.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,AM4 7:00 am - 8:00 am,34.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,MID4 12:00 noon - 1:00 pm,34.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,PM5 7:00 pm - 8:00 pm,34.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,AM3 6:00 am - 7:00 am,34.62,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,MID5 1:00 pm - 2:00 pm,34.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,PM5 7:00 pm - 8:00 pm,34.49,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,MID6 2:00 pm - 3:00 pm,34.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,PM3 5:00 pm - 6:00 pm,34.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,MID1 9:00 am - 10:00 am,34.39,ROUTE SURVEYED BY TIME PERIOD
SRTA 400,PM1 3:00 pm - 4:00 pm,34.33,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,AM2 5:00 am - 6:00 am,34.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,PM6 8:00 pm - 9:00 pm,34.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 193,MID4 12:00 noon - 1:00 pm,34.26,ROUTE SURVEYED BY TIME PERIOD
MARTA 125,AM5 8:00 am - 9:00 am,34.23,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,MID2 10:00 am - 11:00 am,34.21,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,PM6 8:00 pm - 9:00 pm,34.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,AM2 5:00 am - 6:00 am,34.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 180,PM4 6:00 pm - 7:00 pm,34.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,PM4 6:00 pm - 7:00 pm,33.99,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,PM4 6:00 pm - 7:00 pm,33.97,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,MID1 9:00 am - 10:00 am,33.96,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,MID5 1:00 pm - 2:00 pm,33.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 49,MID5 1:00 pm - 2:00 pm,33.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,MID1 9:00 am - 10:00 am,33.86,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,MID1 9:00 am - 10:00 am,33.82,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,MID3 11:00 am - 12:00 noon,33.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 153,PM2 4:00 pm - 5:00 pm,33.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,AM4 7:00 am - 8:00 am,33.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,MID2 10:00 am - 11:00 am,33.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 115,PM1 3:00 pm - 4:00 pm,33.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 111,PM3 5:00 pm - 6:00 pm,33.56,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,PM3 5:00 pm - 6:00 pm,33.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,PM5 7:00 pm - 8:00 pm,33.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,PM5 7:00 pm - 8:00 pm,33.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,AM4 7:00 am - 8:00 am,33.46,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,PM4 6:00 pm - 7:00 pm,33.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,MID6 2:00 pm - 3:00 pm,33.44,ROUTE SURVEYED BY TIME PERIOD
MARTA 81,PM2 4:00 pm - 5:00 pm,33.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 58,PM6 8:00 pm - 9:00 pm,33.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,PM3 5:00 pm - 6:00 pm,32.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,PM4 6:00 pm - 7:00 pm,32.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,PM6 8:00 pm - 9:00 pm,32.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,MID6 2:00 pm - 3:00 pm,32.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,PM1 3:00 pm - 4:00 pm,32.89,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,PM3 5:00 pm - 6:00 pm,32.85,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,PM3 5:00 pm - 6:00 pm,32.84,ROUTE SURVEYED BY TIME PERIOD
MARTA 5,PM7 9:00 pm - 10:00 pm,32.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 189,MID2 10:00 am - 11:00 am,32.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,PM3 5:00 pm - 6:00 pm,32.69,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,PM2 4:00 pm - 5:00 pm,32.68,ROUTE SURVEYED BY TIME PERIOD
MARTA 30,MID3 11:00 am - 12:00 noon,32.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 140,AM3 6:00 am - 7:00 am,32.54,ROUTE SURVEYED BY TIME PERIOD
SRTA 440,PM2 4:00 pm - 5:00 pm,32.51,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,MID3 11:00 am - 12:00 noon,32.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,MID4 12:00 noon - 1:00 pm,32.34,ROUTE SURVEYED BY TIME PERIOD
MARTA 809,MID5 1:00 pm - 2:00 pm,32.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 25,PM1 3:00 pm - 4:00 pm,32.28,ROUTE SURVEYED BY TIME PERIOD
MARTA 2,PM3 5:00 pm - 6:00 pm,32.27,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,PM1 3:00 pm - 4:00 pm,32.2,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 50,MID3 11:00 am - 12:00 noon,32.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,MID6 2:00 pm - 3:00 pm,32.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,MID1 9:00 am - 10:00 am,32.1,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,PM3 5:00 pm - 6:00 pm,32.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,AM4 7:00 am - 8:00 am,32.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 103,AM4 7:00 am - 8:00 am,32.05,ROUTE SURVEYED BY TIME PERIOD
MARTA 26,PM4 6:00 pm - 7:00 pm,32.05,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10A,AM3 6:00 am - 7:00 am,32.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,PM5 7:00 pm - 8:00 pm,32.02,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,MID2 10:00 am - 11:00 am,31.95,ROUTE SURVEYED BY TIME PERIOD
MARTA 850,PM2 4:00 pm - 5:00 pm,31.94,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,PM2 4:00 pm - 5:00 pm,31.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 55,MID3 11:00 am - 12:00 noon,31.9,ROUTE SURVEYED BY TIME PERIOD
MARTA 104,AM4 7:00 am - 8:00 am,31.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,MID4 12:00 noon - 1:00 pm,31.83,ROUTE SURVEYED BY TIME PERIOD
GAINESVILLE (HALL AREA) TRANSIT Route 40,MID2 10:00 am - 11:00 am,31.79,ROUTE SURVEYED BY TIME PERIOD
MARTA 865,PM5 7:00 pm - 8:00 pm,31.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,PM1 3:00 pm - 4:00 pm,31.72,ROUTE SURVEYED BY TIME PERIOD
MARTA 133,PM4 6:00 pm - 7:00 pm,31.71,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 10,AM2 5:00 am - 6:00 am,31.71,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,AM5 8:00 am - 9:00 am,31.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,PM2 4:00 pm - 5:00 pm,31.65,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,PM6 8:00 pm - 9:00 pm,31.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,MID1 9:00 am - 10:00 am,31.58,ROUTE SURVEYED BY TIME PERIOD
MARTA 79,AM4 7:00 am - 8:00 am,31.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 87,PM5 7:00 pm - 8:00 pm,31.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,MID1 9:00 am - 10:00 am,31.55,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,MID1 9:00 am - 10:00 am,31.53,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,PM7 9:00 pm - 10:00 pm,31.41,ROUTE SURVEYED BY TIME PERIOD
MARTA 19,PM5 7:00 pm - 8:00 pm,31.37,ROUTE SURVEYED BY TIME PERIOD
MARTA 3,AM4 7:00 am - 8:00 am,31.33,ROUTE SURVEYED BY TIME PERIOD
SRTA 413,PM3 5:00 pm - 6:00 pm,31.32,ROUTE SURVEYED BY TIME PERIOD
MARTA 85,PM6 8:00 pm - 9:00 pm,31.3,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,AM4 7:00 am - 8:00 am,31.24,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,AM3 6:00 am - 7:00 am,31.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 120,MID5 1:00 pm - 2:00 pm,31.23,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,PM5 7:00 pm - 8:00 pm,31.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,MID1 9:00 am - 10:00 am,31.18,ROUTE SURVEYED BY TIME PERIOD
MARTA 78,AM1 Before 5:00 am,31.11,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,AM3 6:00 am - 7:00 am,31.08,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,PM2 4:00 pm - 5:00 pm,30.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,MID4 12:00 noon - 1:00 pm,30.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,PM2 4:00 pm - 5:00 pm,30.98,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,PM7 9:00 pm - 10:00 pm,30.97,ROUTE SURVEYED BY TIME PERIOD
Atlanta Streetcar EASTBOUND,MID2 10:00 am - 11:00 am,30.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 183,PM4 6:00 pm - 7:00 pm,30.85,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 25,PM7 9:00 pm - 10:00 pm,30.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 51,MID1 9:00 am - 10:00 am,30.82,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,MID2 10:00 am - 11:00 am,30.78,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 100,PM3 5:00 pm - 6:00 pm,30.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 94,MID6 2:00 pm - 3:00 pm,30.77,ROUTE SURVEYED BY TIME PERIOD
MARTA 141,PM3 5:00 pm - 6:00 pm,30.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 162,PM7 9:00 pm - 10:00 pm,30.73,ROUTE SURVEYED BY TIME PERIOD
MARTA 192,MID5 1:00 pm - 2:00 pm,30.68,ROUTE SURVEYED BY TIME PERIOD
MARTA 126,MID2 10:00 am - 11:00 am,30.66,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,AM2 5:00 am - 6:00 am,30.64,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,PM5 7:00 pm - 8:00 pm,30.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,PM1 3:00 pm - 4:00 pm,30.6,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,MID1 9:00 am - 10:00 am,30.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,AM3 6:00 am - 7:00 am,30.57,ROUTE SURVEYED BY TIME PERIOD
MARTA 14,PM1 3:00 pm - 4:00 pm,30.52,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,MID3 11:00 am - 12:00 noon,30.45,ROUTE SURVEYED BY TIME PERIOD
MARTA 12,AM3 6:00 am - 7:00 am,30.45,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 10B,PM4 6:00 pm - 7:00 pm,30.43,ROUTE SURVEYED BY TIME PERIOD
MARTA 66,PM6 8:00 pm - 9:00 pm,30.35,ROUTE SURVEYED BY TIME PERIOD
MARTA 32,PM6 8:00 pm - 9:00 pm,30.34,ROUTE SURVEYED BY TIME PERIOD
SRTA 426,PM2 4:00 pm - 5:00 pm,30.2,ROUTE SURVEYED BY TIME PERIOD
MARTA 853,PM4 6:00 pm - 7:00 pm,30.17,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,PM2 4:00 pm - 5:00 pm,30.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 25,MID2 10:00 am - 11:00 am,30.12,ROUTE SURVEYED BY TIME PERIOD
MARTA 856,PM1 3:00 pm - 4:00 pm,30.11,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 30,AM4 7:00 am - 8:00 am,30.1,ROUTE SURVEYED BY TIME PERIOD
MARTA 1,MID4 12:00 noon - 1:00 pm,30.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 867,MID6 2:00 pm - 3:00 pm,30.09,ROUTE SURVEYED BY TIME PERIOD
MARTA 37,MID2 10:00 am - 11:00 am,30.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,MID2 10:00 am - 11:00 am,30.07,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,PM1 3:00 pm - 4:00 pm,30.04,ROUTE SURVEYED BY TIME PERIOD
MARTA 899,AM4 7:00 am - 8:00 am,29.97,ROUTE SURVEYED BY TIME PERIOD
MARTA 194,MID1 9:00 am - 10:00 am,29.93,ROUTE SURVEYED BY TIME PERIOD
MARTA 36,MID4 12:00 noon - 1:00 pm,29.83,ROUTE SURVEYED BY TIME PERIOD
MARTA 102,AM5 8:00 am - 9:00 am,29.8,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,AM2 5:00 am - 6:00 am,29.79,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 15,PM2 4:00 pm - 5:00 pm,29.78,ROUTE SURVEYED BY TIME PERIOD
MARTA 832,PM6 8:00 pm - 9:00 pm,29.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 47,MID6 2:00 pm - 3:00 pm,29.76,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 20,AM3 6:00 am - 7:00 am,29.76,ROUTE SURVEYED BY TIME PERIOD
MARTA 60,AM5 8:00 am - 9:00 am,29.74,ROUTE SURVEYED BY TIME PERIOD
MARTA 6,MID6 2:00 pm - 3:00 pm,29.7,ROUTE SURVEYED BY TIME PERIOD
MARTA 4,AM3 6:00 am - 7:00 am,29.61,ROUTE SURVEYED BY TIME PERIOD
MARTA 8,MID1 9:00 am - 10:00 am,29.59,ROUTE SURVEYED BY TIME PERIOD
MARTA 21,AM2 5:00 am - 6:00 am,29.55,ROUTE SURVEYED BY TIME PERIOD
MARTA 9,AM3 6:00 am - 7:00 am,29.46,ROUTE SURVEYED BY TIME PERIOD
MARTA 74,PM4 6:00 pm - 7:00 pm,29.38,ROUTE SURVEYED BY TIME PERIOD
MARTA 40,PM4 6:00 pm - 7:00 pm,29.36,ROUTE SURVEYED BY TIME PERIOD
CobbLINC ROUTE 20,AM3 6:00 am - 7:00 am,29.35,ROUTE SURVEYED BY TIME PERIOD
MARTA 114,MID4 12:00 noon - 1:00 pm,29.32,ROUTE SURVEYED BY TIME PERIOD
GWINNETT TRANSIT 35,AM4 7:00 am - 8:00 am,29.29,ROUTE SURVEYED BY TIME PERIOD
MARTA 816,MID1 9:00 am - 10:00 am,29.27,ROUTE SURVEYED BY TIME PERIOD
MARTA 155,PM2 4:00 pm - 5:00 pm,29.17,ROUTE SURVEYED BY TIME PERIOD
MARTA 84,MID4 12:00 noon - 1:00 pm,29.15,ROUTE SURVEYED BY TIME PERIOD
MARTA 34,PM1 3:00 pm - 4:00 pm,29.14,ROUTE SURVEYED BY TIME PERIOD
MARTA 178,PM5 7:00 pm - 8:00 pm,29.13,ROUTE SURVEYED BY TIME PERIOD
MARTA 27,MID3 11:00 am - 12:00 noon,29.09,ROUTE SURVEYED BY TIME PERIOD
